process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,276.439197,1842.927980
pass_cut_i_bjet,808,830,864,853,899,899,236.876587,1579.177248
pass_cut_ii_met,771,785,846,833,883,887,231.334906,1542.232705
pass_cut_iii_same_sign_dilepton,245,297,257,247,202,166,70.032248,466.881656
pass_cut_iv_mll,195,232,192,186,181,151,52.654940,351.032930
pass_cut_i_bjet_frac,0.808000,0.830000,0.864000,0.853000,0.899000,0.899000,0.856885,0.856885
pass_cut_ii_met_frac,0.771000,0.785000,0.846000,0.833000,0.883000,0.887000,0.836838,0.836838
pass_cut_iii_same_sign_dilepton_frac,0.245000,0.297000,0.257000,0.247000,0.202000,0.166000,0.253337,0.253337
pass_cut_iv_mll_frac,0.195000,0.232000,0.192000,0.186000,0.181000,0.151000,0.190476,0.190476
