process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,3.075000e+02,1.000000e-02,5.227741e-01,1.951253e-03,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,3.075000e+02,1.000000e-02,4.743550e-01,1.682336e-03,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,3.075000e+02,1.000000e-02,2.236903e-01,7.752692e-04,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,3.075000e+02,1.000000e-02,1.989166e-01,6.725678e-04,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,3.075000e+02,1.000000e-02,1.631117e-03,6.716462e-06,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,3.075000e+02,1.000000e-02,1.521709e-03,6.265971e-06,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
