cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847553,0.000224,100.713831,671.425541
II,0.803921,0.000212,95.529131,636.860873
III,0.291675,0.000077,34.659502,231.063348
IV,0.148339,0.000039,17.626929,117.512858
