cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.838819,0.000944,424.795774,2831.971829
II,0.792971,0.000892,401.577348,2677.182322
III,0.261028,0.000294,132.189938,881.266251
IV,0.111989,0.000126,56.713658,378.091056
