process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,253.794531,1691.963538
pass_cut_i_bjet,797,791,806,819,839,839,206.111313,1374.075417
pass_cut_ii_met,743,743,758,773,795,792,194.167850,1294.452333
pass_cut_iii_same_sign_dilepton,297,292,257,293,282,255,69.537965,463.586430
pass_cut_iv_mll,185,183,100,126,168,155,28.504351,190.029009
pass_cut_i_bjet_frac,0.797000,0.791000,0.806000,0.819000,0.839000,0.839000,0.812119,0.812119
pass_cut_ii_met_frac,0.743000,0.743000,0.758000,0.773000,0.795000,0.792000,0.765059,0.765059
pass_cut_iii_same_sign_dilepton_frac,0.297000,0.292000,0.257000,0.293000,0.282000,0.255000,0.273993,0.273993
pass_cut_iv_mll_frac,0.185000,0.183000,0.100000,0.126000,0.168000,0.155000,0.112313,0.112313
