proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7973,7521,2936,1963
2,10000,8168,7679,3129,2063
3,10000,8464,8042,2867,1384
4,10000,8472,8063,2868,1410
5,10000,8771,8352,2997,2022
6,10000,8794,8366,2843,1973
