cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846759,0.000400,179.838705,1198.924699
II,0.805173,0.000380,171.006464,1140.043091
III,0.286756,0.000135,60.902580,406.017199
IV,0.139666,0.000066,29.662906,197.752708
