cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.860584,0.000696,312.998012,2086.653414
II,0.837169,0.000677,304.481635,2029.877564
III,0.268708,0.000217,97.730179,651.534528
IV,0.183548,0.000148,66.757166,445.047771
