cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.821403,0.005123,2305.273411,15368.489409
II,0.785477,0.004899,2204.447128,14696.314189
III,0.287894,0.001796,807.976585,5386.510566
IV,0.138200,0.000862,387.858994,2585.726624
