proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8001,7497,2990,1972
2,10000,8058,7590,3099,1981
3,10000,8480,8036,2860,1351
4,10000,8459,7978,2907,1411
5,10000,8790,8383,2990,1999
6,10000,8771,8316,2879,1939
