cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846973,0.000666,299.678626,1997.857510
II,0.800814,0.000630,283.346460,1888.976402
III,0.288243,0.000227,101.987161,679.914407
IV,0.137991,0.000108,48.824383,325.495888
