cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.879046,0.001089,490.157992,3267.719946
II,0.855236,0.001060,476.881252,3179.208348
III,0.260715,0.000323,145.375229,969.168196
IV,0.198494,0.000246,110.680709,737.871392
