cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849161,0.002352,1058.320015,7055.466768
II,0.803743,0.002226,1001.715790,6678.105267
III,0.279205,0.000773,347.977363,2319.849088
IV,0.126222,0.000350,157.312378,1048.749184
