process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,1246.313286,8308.755239
pass_cut_i_bjet,808,812,847,852,887,868,1058.320015,7055.466768
pass_cut_ii_met,766,761,803,805,848,839,1001.715790,6678.105267
pass_cut_iii_same_sign_dilepton,291,300,273,286,301,302,347.977363,2319.849088
pass_cut_iv_mll,203,207,123,129,200,209,157.312378,1048.749184
pass_cut_i_bjet_frac,0.808000,0.812000,0.847000,0.852000,0.887000,0.868000,0.849161,0.849161
pass_cut_ii_met_frac,0.766000,0.761000,0.803000,0.805000,0.848000,0.839000,0.803743,0.803743
pass_cut_iii_same_sign_dilepton_frac,0.291000,0.300000,0.273000,0.286000,0.301000,0.302000,0.279205,0.279205
pass_cut_iv_mll_frac,0.203000,0.207000,0.123000,0.129000,0.200000,0.209000,0.126222,0.126222
