cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.867202,0.009159,4121.517098,27476.780654
II,0.825060,0.008714,3921.229901,26141.532673
III,0.289521,0.003058,1375.994353,9173.295689
IV,0.142970,0.001510,679.488401,4529.922676
