proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8135,7653,3010,2071
2,10000,8195,7716,3098,2167
3,10000,8514,8109,2808,1482
4,10000,8564,8183,2889,1528
5,10000,8860,8472,3077,2257
6,10000,8845,8488,2974,2183
