proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8017,7508,2924,1939
2,10000,8155,7644,3107,2046
3,10000,8492,8029,2779,1313
4,10000,8398,7969,2882,1345
5,10000,8759,8329,2958,1987
6,10000,8752,8295,2921,1965
