cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.844715,0.000476,214.282817,1428.552110
II,0.800028,0.000451,202.947050,1352.980334
III,0.282806,0.000159,71.740636,478.270909
IV,0.132851,0.000075,33.701021,224.673472
