cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849684,0.001436,646.292612,4308.617411
II,0.813686,0.001375,618.911819,4126.078793
III,0.287492,0.000486,218.674463,1457.829756
IV,0.159814,0.000270,121.558666,810.391107
