process,xsec_pb,yield_450fb,yield_3000fb
1,0.000002,0.900413,6.002755
2,0.000002,0.940700,6.271334
3,0.000078,34.914699,232.764658
4,0.000056,25.249617,168.330782
5,0.000000,0.000977,0.006511
6,0.000000,0.000869,0.005797
total,0.000138,62.007276,413.381837
