proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8092,7618,2860,2038
2,10000,8082,7586,3061,2097
3,10000,8598,8248,2914,1611
4,10000,8532,8145,2844,1606
5,10000,8908,8656,2780,2134
6,10000,8896,8610,2781,2125
