cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.822411,0.000045,20.283910,135.226065
II,0.777304,0.000043,19.171385,127.809231
III,0.293442,0.000016,7.237448,48.249653
IV,0.193557,0.000011,4.773890,31.825935
