cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847400,0.000801,360.621458,2404.143051
II,0.817112,0.000773,347.732078,2318.213856
III,0.274408,0.000260,116.777587,778.517250
IV,0.177351,0.000168,75.474005,503.160035
