process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,3.300000e+02,5.000000e+00,3.316469e-06,9.996415e-09,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,3.300000e+02,5.000000e+00,3.043229e-06,1.126476e-08,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,3.300000e+02,5.000000e+00,2.496580e-04,6.485874e-07,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,3.300000e+02,5.000000e+00,2.252839e-04,6.617283e-07,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,3.300000e+02,5.000000e+00,1.663274e-09,5.951363e-12,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,3.300000e+02,5.000000e+00,1.556541e-09,5.042400e-12,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
