proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8137,7681,2994,2064
2,10000,8109,7619,3090,2110
3,10000,8505,8078,2872,1493
4,10000,8511,8120,2995,1549
5,10000,8854,8459,2876,2056
6,10000,8878,8480,2907,2086
