cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.850934,0.000309,138.920073,926.133822
II,0.808773,0.000293,132.036967,880.246443
III,0.286703,0.000104,46.805951,312.039674
IV,0.144453,0.000052,23.582750,157.218334
