proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8083,7623,2940,2036
2,10000,8134,7664,3138,2095
3,10000,8522,8108,2820,1399
4,10000,8496,8066,2919,1494
5,10000,8784,8350,2893,2011
6,10000,8861,8453,2923,2034
