cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854095,0.001134,510.089928,3400.599518
II,0.815401,0.001082,486.980633,3246.537550
III,0.282494,0.000375,168.713401,1124.756009
IV,0.146996,0.000195,87.789965,585.266430
