cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854475,0.002738,1232.035050,8213.567001
II,0.827781,0.002652,1193.545369,7956.969127
III,0.246682,0.000790,355.680509,2371.203392
IV,0.182918,0.000586,263.742241,1758.281607
