cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847374,0.000554,249.129367,1660.862444
II,0.801708,0.000524,235.703740,1571.358267
III,0.281729,0.000184,82.828706,552.191372
IV,0.136565,0.000089,40.150408,267.669388
