proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8038,7537,2976,2028
2,10000,8110,7657,3160,2112
3,10000,8457,7998,2819,1359
4,10000,8493,8039,2815,1372
5,10000,8770,8349,2945,2024
6,10000,8841,8429,3009,2032
