cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849138,0.000014,6.514481,43.429872
II,0.805473,0.000014,6.179487,41.196578
III,0.289122,0.000005,2.218110,14.787401
IV,0.161602,0.000003,1.239788,8.265253
