cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.867957,0.000668,300.705895,2004.705969
II,0.845752,0.000651,293.012942,1953.419614
III,0.265372,0.000204,91.938697,612.924645
IV,0.193380,0.000149,66.997018,446.646787
