cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.827110,0.000689,310.098850,2067.325666
II,0.782391,0.000652,293.332917,1955.552782
III,0.278555,0.000232,104.435504,696.236695
IV,0.127045,0.000106,47.631670,317.544470
