proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7995,7515,3016,1875
2,10000,8095,7610,3090,1980
3,10000,8254,7782,2742,1253
4,10000,8290,7870,2833,1289
5,10000,8514,8071,2679,1722
6,10000,8575,8137,2760,1790
