proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8105,7650,2975,2090
2,10000,8159,7671,3040,2104
3,10000,8537,8136,2862,1473
4,10000,8567,8118,2931,1539
5,10000,8964,8586,2956,2110
6,10000,8872,8490,2957,2107
