cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.853339,0.000156,70.262321,468.415472
II,0.810833,0.000148,66.762497,445.083313
III,0.292526,0.000054,24.086069,160.573794
IV,0.149185,0.000027,12.283589,81.890591
