proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8067,7598,2940,2031
2,10000,8176,7683,3001,2043
3,10000,8526,8142,2888,1540
4,10000,8536,8156,2927,1520
5,10000,8834,8480,2936,2154
6,10000,8919,8563,3023,2224
