cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854122,0.000142,63.773301,425.155340
II,0.812987,0.000135,60.701949,404.679659
III,0.294466,0.000049,21.986374,146.575826
IV,0.158184,0.000026,11.810848,78.738987
