proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8105,7662,2932,2048
2,10000,8116,7592,2957,2033
3,10000,8518,8105,2826,1486
4,10000,8544,8163,2961,1546
5,10000,8896,8532,3007,2192
6,10000,8845,8492,2893,2067
