proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8102,7657,3034,2129
2,10000,8214,7742,3012,2072
3,10000,8597,8165,2851,1394
4,10000,8574,8168,2909,1507
5,10000,8886,8494,2859,2085
6,10000,8859,8493,2944,2121
