cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.857075,0.000437,196.560004,1310.400026
II,0.814968,0.000415,186.903346,1246.022306
III,0.288360,0.000147,66.131979,440.879860
IV,0.147078,0.000075,33.730704,224.871357
