process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,277.992007,1853.280049
pass_cut_i_bjet,803,822,869,900,905,898,245.407271,1636.048475
pass_cut_ii_met,754,782,836,873,884,873,236.973312,1579.822080
pass_cut_iii_same_sign_dilepton,262,298,286,282,269,263,78.970968,526.473121
pass_cut_iv_mll,209,237,167,179,217,213,48.126720,320.844800
pass_cut_i_bjet_frac,0.803000,0.822000,0.869000,0.900000,0.905000,0.898000,0.882785,0.882785
pass_cut_ii_met_frac,0.754000,0.782000,0.836000,0.873000,0.884000,0.873000,0.852446,0.852446
pass_cut_iii_same_sign_dilepton_frac,0.262000,0.298000,0.286000,0.282000,0.269000,0.263000,0.284076,0.284076
pass_cut_iv_mll_frac,0.209000,0.237000,0.167000,0.179000,0.217000,0.213000,0.173123,0.173123
