cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.882785,0.000545,245.407271,1636.048475
II,0.852446,0.000527,236.973312,1579.822080
III,0.284076,0.000175,78.970968,526.473121
IV,0.173123,0.000107,48.126720,320.844800
