process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,416.309464,2775.396426
pass_cut_i_bjet,798,822,840,833,870,850,348.301272,2322.008483
pass_cut_ii_met,751,772,788,788,827,803,328.045691,2186.971275
pass_cut_iii_same_sign_dilepton,301,303,265,271,292,276,111.523501,743.490010
pass_cut_iv_mll,189,207,127,140,193,183,55.472405,369.816034
pass_cut_i_bjet_frac,0.798000,0.822000,0.840000,0.833000,0.870000,0.850000,0.836640,0.836640
pass_cut_ii_met_frac,0.751000,0.772000,0.788000,0.788000,0.827000,0.803000,0.787985,0.787985
pass_cut_iii_same_sign_dilepton_frac,0.301000,0.303000,0.265000,0.271000,0.292000,0.276000,0.267886,0.267886
pass_cut_iv_mll_frac,0.189000,0.207000,0.127000,0.140000,0.193000,0.183000,0.133248,0.133248
