cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.819495,0.023057,10375.618235,69170.788232
II,0.773910,0.021774,9798.475227,65323.168183
III,0.279509,0.007864,3538.857563,23592.383751
IV,0.123277,0.003468,1560.806509,10405.376729
