proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7890,7409,2957,1790
2,10000,8059,7510,3169,1919
3,10000,8156,7684,2757,1218
4,10000,8242,7805,2832,1237
5,10000,8309,7905,2715,1769
6,10000,8316,7900,2755,1767
