process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,2.010000e+02,6.100000e+01,1.504614e-01,1.404188e-03,11,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,2.010000e+02,6.100000e+01,1.371657e-01,1.740650e-03,11,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,2.010000e+02,6.100000e+01,4.280174e-01,3.613931e-03,11,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,2.010000e+02,6.100000e+01,3.890565e-01,3.359342e-03,11,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,2.010000e+02,6.100000e+01,2.937289e-03,4.362632e-05,11,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,2.010000e+02,6.100000e+01,2.740264e-03,4.070009e-05,11,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
