cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.866031,0.002445,1100.150161,7334.334408
II,0.839432,0.002370,1066.360385,7109.069235
III,0.259733,0.000733,329.947987,2199.653247
IV,0.194427,0.000549,246.988234,1646.588226
