cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855120,0.000167,74.956374,499.709163
II,0.816017,0.000159,71.528756,476.858371
III,0.292146,0.000057,25.608352,170.722346
IV,0.149607,0.000029,13.113909,87.426057
