proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8105,7596,2974,2082
2,10000,8108,7621,2994,2081
3,10000,8550,8152,2896,1491
4,10000,8566,8186,2948,1484
5,10000,8933,8547,3030,2202
6,10000,8888,8478,2969,2141
