cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847461,0.000557,250.452143,1669.680954
II,0.816807,0.000536,241.392851,1609.285671
III,0.305290,0.000200,90.223142,601.487610
IV,0.191603,0.000126,56.624875,377.499166
