mass,run_name,cross_section_pb,cross_section_error_pb,status,return_code,note
200,run_40,613.76,0.49432,ok,0,
300,run_41,612.98,0.67041,ok,0,
400,run_42,611.95,0.76943,ok,0,
500,run_43,613.3,0.55139,ok,0,
600,run_44,613.04,0.7313,ok,0,
700,run_45,612.57,0.75907,ok,0,
800,run_46,613.48,0.65396,ok,0,
900,run_47,613.93,0.78624,ok,0,
1000,run_48,613.6,0.59434,ok,0,
1100,run_49,613.63,0.6289,ok,0,
1200,run_50,612.08,0.88032,ok,0,
1300,run_51,612.9,0.72967,ok,0,
1400,run_52,613.08,0.46572,ok,0,
