proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8039,7571,3014,2009
2,10000,8086,7610,3087,2035
3,10000,8399,7958,2705,1274
4,10000,8464,8035,2821,1328
5,10000,8725,8283,2970,1970
6,10000,8728,8255,2803,1875
