cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840172,0.000048,21.686454,144.576361
II,0.797360,0.000046,20.581399,137.209328
III,0.291021,0.000017,7.511817,50.078782
IV,0.173460,0.000010,4.477344,29.848961
