process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,387.169978,2581.133189
pass_cut_i_bjet,824,805,856,885,886,896,335.335895,2235.572634
pass_cut_ii_met,789,763,829,861,871,890,325.130096,2167.533972
pass_cut_iii_same_sign_dilepton,262,275,239,243,203,196,93.849802,625.665345
pass_cut_iv_mll,219,218,172,183,180,173,69.464058,463.093723
pass_cut_i_bjet_frac,0.824000,0.805000,0.856000,0.885000,0.886000,0.896000,0.866121,0.866121
pass_cut_ii_met_frac,0.789000,0.763000,0.829000,0.861000,0.871000,0.890000,0.839761,0.839761
pass_cut_iii_same_sign_dilepton_frac,0.262000,0.275000,0.239000,0.243000,0.203000,0.196000,0.242399,0.242399
pass_cut_iv_mll_frac,0.219000,0.218000,0.172000,0.183000,0.180000,0.173000,0.179415,0.179415
