cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.866121,0.000745,335.335895,2235.572634
II,0.839761,0.000723,325.130096,2167.533972
III,0.242399,0.000209,93.849802,625.665345
IV,0.179415,0.000154,69.464058,463.093723
