cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848579,0.000414,186.212841,1241.418937
II,0.803961,0.000392,176.421866,1176.145774
III,0.279160,0.000136,61.259132,408.394215
IV,0.132237,0.000064,29.018082,193.453877
