proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8123,7604,3053,2009
2,10000,8138,7660,3093,2001
3,10000,8485,8054,2818,1368
4,10000,8487,8024,2762,1271
5,10000,8751,8327,2872,1926
6,10000,8810,8413,2927,1984
