proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8091,7623,3044,2155
2,10000,8129,7693,3063,2184
3,10000,8646,8314,2818,1595
4,10000,8643,8293,2910,1713
5,10000,8951,8660,2690,2088
6,10000,8946,8680,2625,2081
