cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858970,0.002183,982.482133,6549.880887
II,0.831815,0.002114,951.421913,6342.812753
III,0.267213,0.000679,305.635475,2037.569836
IV,0.188856,0.000480,216.012067,1440.080445
