proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8061,7639,2932,2002
2,10000,8182,7745,3072,2122
3,10000,8514,8088,2840,1509
4,10000,8549,8103,2876,1487
5,10000,8896,8507,2915,2073
6,10000,8887,8494,3038,2152
