cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852505,0.000411,185.042092,1233.613944
II,0.808973,0.000390,175.593174,1170.621159
III,0.285878,0.000138,62.051824,413.678825
IV,0.150601,0.000073,32.689019,217.926794
