cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847928,0.000380,170.934234,1139.561558
II,0.806570,0.000361,162.596741,1083.978275
III,0.290342,0.000130,58.530128,390.200852
IV,0.161246,0.000072,32.505561,216.703741
